t rhov rhol p
7.00000E-01	2.01239E-03	8.43237E-01	1.38071E-03
7.01000E-01	2.03841E-03	8.42829E-01	1.40027E-03
7.02000E-01	2.06469E-03	8.42420E-01	1.42004E-03
7.03000E-01	2.09123E-03	8.42010E-01	1.44004E-03
7.04000E-01	2.11803E-03	8.41598E-01	1.46025E-03
7.05000E-01	2.14510E-03	8.41186E-01	1.48069E-03
7.06000E-01	2.17243E-03	8.40772E-01	1.50136E-03
7.07000E-01	2.20003E-03	8.40357E-01	1.52225E-03
7.08000E-01	2.22790E-03	8.39941E-01	1.54337E-03
7.09000E-01	2.25604E-03	8.39524E-01	1.56473E-03
7.10000E-01	2.28445E-03	8.39106E-01	1.58631E-03
7.11000E-01	2.31314E-03	8.38686E-01	1.60813E-03
7.12000E-01	2.34210E-03	8.38266E-01	1.63018E-03
7.13000E-01	2.37134E-03	8.37845E-01	1.65247E-03
7.14000E-01	2.40085E-03	8.37422E-01	1.67500E-03
7.15000E-01	2.43065E-03	8.36999E-01	1.69777E-03
7.16000E-01	2.46073E-03	8.36575E-01	1.72078E-03
7.17000E-01	2.49109E-03	8.36149E-01	1.74404E-03
7.18000E-01	2.52174E-03	8.35723E-01	1.76753E-03
7.19000E-01	2.55267E-03	8.35296E-01	1.79128E-03
7.20000E-01	2.58390E-03	8.34868E-01	1.81528E-03
7.21000E-01	2.61541E-03	8.34439E-01	1.83952E-03
7.22000E-01	2.64721E-03	8.34010E-01	1.86402E-03
7.23000E-01	2.67931E-03	8.33579E-01	1.88877E-03
7.24000E-01	2.71170E-03	8.33148E-01	1.91378E-03
7.25000E-01	2.74439E-03	8.32716E-01	1.93904E-03
7.26000E-01	2.77738E-03	8.32283E-01	1.96456E-03
7.27000E-01	2.81067E-03	8.31849E-01	1.99035E-03
7.28000E-01	2.84425E-03	8.31415E-01	2.01639E-03
7.29000E-01	2.87815E-03	8.30979E-01	2.04270E-03
7.30000E-01	2.91234E-03	8.30543E-01	2.06928E-03
7.31000E-01	2.94685E-03	8.30107E-01	2.09612E-03
7.32000E-01	2.98166E-03	8.29669E-01	2.12323E-03
7.33000E-01	3.01678E-03	8.29231E-01	2.15061E-03
7.34000E-01	3.05221E-03	8.28793E-01	2.17826E-03
7.35000E-01	3.08795E-03	8.28353E-01	2.20619E-03
7.36000E-01	3.12401E-03	8.27913E-01	2.23440E-03
7.37000E-01	3.16039E-03	8.27473E-01	2.26288E-03
7.38000E-01	3.19708E-03	8.27032E-01	2.29164E-03
7.39000E-01	3.23410E-03	8.26590E-01	2.32068E-03
7.40000E-01	3.27143E-03	8.26147E-01	2.35001E-03
7.41000E-01	3.30909E-03	8.25704E-01	2.37962E-03
7.42000E-01	3.34708E-03	8.25261E-01	2.40951E-03
7.43000E-01	3.38539E-03	8.24817E-01	2.43970E-03
7.44000E-01	3.42402E-03	8.24372E-01	2.47017E-03
7.45000E-01	3.46299E-03	8.23927E-01	2.50094E-03
7.46000E-01	3.50229E-03	8.23481E-01	2.53200E-03
7.47000E-01	3.54192E-03	8.23035E-01	2.56335E-03
7.48000E-01	3.58189E-03	8.22588E-01	2.59500E-03
7.49000E-01	3.62219E-03	8.22141E-01	2.62695E-03
7.50000E-01	3.66284E-03	8.21693E-01	2.65920E-03
7.51000E-01	3.70382E-03	8.21245E-01	2.69175E-03
7.52000E-01	3.74514E-03	8.20796E-01	2.72461E-03
7.53000E-01	3.78681E-03	8.20347E-01	2.75777E-03
7.54000E-01	3.82882E-03	8.19898E-01	2.79124E-03
7.55000E-01	3.87118E-03	8.19448E-01	2.82502E-03
7.56000E-01	3.91389E-03	8.18997E-01	2.85911E-03
7.57000E-01	3.95695E-03	8.18547E-01	2.89352E-03
7.58000E-01	4.00036E-03	8.18095E-01	2.92824E-03
7.59000E-01	4.04413E-03	8.17644E-01	2.96327E-03
7.60000E-01	4.08825E-03	8.17192E-01	2.99862E-03
7.61000E-01	4.13272E-03	8.16740E-01	3.03430E-03
7.62000E-01	4.17756E-03	8.16287E-01	3.07029E-03
7.63000E-01	4.22276E-03	8.15834E-01	3.10661E-03
7.64000E-01	4.26832E-03	8.15380E-01	3.14326E-03
7.65000E-01	4.31424E-03	8.14926E-01	3.18023E-03
7.66000E-01	4.36053E-03	8.14472E-01	3.21753E-03
7.67000E-01	4.40719E-03	8.14018E-01	3.25516E-03
7.68000E-01	4.45421E-03	8.13563E-01	3.29313E-03
7.69000E-01	4.50161E-03	8.13108E-01	3.33143E-03
7.70000E-01	4.54938E-03	8.12652E-01	3.37006E-03
7.71000E-01	4.59753E-03	8.12197E-01	3.40904E-03
7.72000E-01	4.64605E-03	8.11741E-01	3.44835E-03
7.73000E-01	4.69496E-03	8.11284E-01	3.48801E-03
7.74000E-01	4.74424E-03	8.10828E-01	3.52801E-03
7.75000E-01	4.79390E-03	8.10371E-01	3.56836E-03
7.76000E-01	4.84395E-03	8.09913E-01	3.60905E-03
7.77000E-01	4.89438E-03	8.09456E-01	3.65009E-03
7.78000E-01	4.94520E-03	8.08998E-01	3.69149E-03
7.79000E-01	4.99641E-03	8.08540E-01	3.73324E-03
7.80000E-01	5.04801E-03	8.08082E-01	3.77534E-03
7.81000E-01	5.10001E-03	8.07623E-01	3.81780E-03
7.82000E-01	5.15239E-03	8.07164E-01	3.86062E-03
7.83000E-01	5.20518E-03	8.06705E-01	3.90379E-03
7.84000E-01	5.25836E-03	8.06246E-01	3.94733E-03
7.85000E-01	5.31195E-03	8.05787E-01	3.99124E-03
7.86000E-01	5.36593E-03	8.05327E-01	4.03551E-03
7.87000E-01	5.42032E-03	8.04867E-01	4.08015E-03
7.88000E-01	5.47511E-03	8.04407E-01	4.12516E-03
7.89000E-01	5.53032E-03	8.03946E-01	4.17054E-03
7.90000E-01	5.58593E-03	8.03485E-01	4.21629E-03
7.91000E-01	5.64195E-03	8.03025E-01	4.26242E-03
7.92000E-01	5.69839E-03	8.02563E-01	4.30893E-03
7.93000E-01	5.75524E-03	8.02102E-01	4.35582E-03
