 0.00000           2.52921          5.95950      O
 1.31467           1.31467          4.03339      O
 0.00000           3.53637          3.53637      O
 0.00000           2.17283          4.39096      Si
 9.38979           0.00000          5.95950      O
10.60433           1.31467          4.03339      O
 8.38263           0.00000          3.53637      O
 9.74617           0.00000          4.39096      Si
 0.00000           9.38979          5.95950      O
10.60433          10.60433          4.03339      O
 0.00000           8.38263          3.53637      O
 0.00000           9.74617          4.39096      Si
 2.52921           0.00000          5.95950      O
 1.31467          10.60433          4.03339      O
 3.53637           0.00000          3.53637      O
 2.17283           0.00000          4.39096      Si
 1.31467          10.60433          7.88561      O
 0.00000           8.38263          8.38263      O
 0.00000           9.74617          7.52804      Si
 1.31467           1.31467          7.88561      O
 3.53637           0.00000          8.38263      O
 2.17283           0.00000          7.52804      Si
10.60433           1.31467          7.88561      O
 0.00000           3.53637          8.38263      O
 0.00000           2.17283          7.52804      Si
10.60433          10.60433          7.88561      O
 8.38263           0.00000          8.38263      O
 9.74617           0.00000          7.52804      Si
 5.95950           0.00000          2.52921      O
 4.03339           1.31467          1.31467      O
 4.39096           0.00000          2.17283      Si
 0.00000           5.95950          2.52921      O
10.60433           4.03339          1.31467      O
 0.00000           4.39096          2.17283      Si
 7.88561          10.60433          1.31467      O
 7.52804           0.00000          2.17283      Si
 1.31467           7.88561          1.31467      O
 0.00000           7.52804          2.17283      Si
 5.95950           0.00000          9.38979      O
 4.03339          10.60433         10.60433      O
 4.39096           0.00000          9.74617      Si
 0.00000           5.95950          9.38979      O
 1.31467           4.03339         10.60433      O
 0.00000           4.39096          9.74617      Si
 7.88561           1.31467         10.60433      O
 7.52804           0.00000          9.74617      Si
10.60433           7.88561         10.60433      O
 0.00000           7.52804          9.74617      Si
 2.52921           5.95950          0.00000      O
 1.31467           4.03339          1.31467      O
 3.53637           3.53637          0.00000      O
 2.17283           4.39096          0.00000      Si
 1.31467           7.88561         10.60433      O
 3.53637           8.38263          0.00000      O
 2.17283           7.52804          0.00000      Si
 5.95950           2.52921          0.00000      O
 4.03339           1.31467         10.60433      O
 4.39096           2.17283          0.00000      Si
 9.38979           5.95950          0.00000      O
10.60433           4.03339         10.60433      O
 8.38263           3.53637          0.00000      O
 9.74617           4.39096          0.00000      Si
 5.95950           9.38979          0.00000      O
 7.88561          10.60433         10.60433      O
 8.38263           8.38263          0.00000      O
 7.52804           9.74617          0.00000      Si
10.60433           7.88561          1.31467      O
 9.74617           7.52804          0.00000      Si
 4.03339          10.60433          1.31467      O
 4.39096           9.74617          0.00000      Si
 7.88561           1.31467          1.31467      O
 7.52804           2.17283          0.00000      Si
 0.00000           2.52921         17.87850      O
 1.31467           1.31467         15.95239      O
 0.00000           3.53637         15.45537      O
 0.00000           2.17283         16.30996      Si
 9.38979           0.00000         17.87850      O
10.60433           1.31467         15.95239      O
 8.38263           0.00000         15.45537      O
 9.74617           0.00000         16.30996      Si
 0.00000           9.38979         17.87850      O
10.60433          10.60433         15.95239      O
 0.00000           8.38263         15.45537      O
 0.00000           9.74617         16.30996      Si
 2.52921           0.00000         17.87850      O
 1.31467          10.60433         15.95239      O
 3.53637           0.00000         15.45537      O
 2.17283           0.00000         16.30996      Si
 1.31467          10.60433         19.80461      O
 0.00000           8.38263         20.30163      O
 0.00000           9.74617         19.44704      Si
 1.31467           1.31467         19.80461      O
 3.53637           0.00000         20.30163      O
 2.17283           0.00000         19.44704      Si
10.60433           1.31467         19.80461      O
 0.00000           3.53637         20.30163      O
 0.00000           2.17283         19.44704      Si
10.60433          10.60433         19.80461      O
 8.38263           0.00000         20.30163      O
 9.74617           0.00000         19.44704      Si
 5.95950           0.00000         14.44821      O
 4.03339           1.31467         13.23367      O
 4.39096           0.00000         14.09183      Si
 0.00000           5.95950         14.44821      O
10.60433           4.03339         13.23367      O
 0.00000           4.39096         14.09183      Si
 7.88561          10.60433         13.23367      O
 7.52804           0.00000         14.09183      Si
 1.31467           7.88561         13.23367      O
 0.00000           7.52804         14.09183      Si
 5.95950           0.00000         21.30879      O
 4.03339          10.60433         22.52333      O
 4.39096           0.00000         21.66517      Si
 0.00000           5.95950         21.30879      O
 1.31467           4.03339         22.52333      O
 0.00000           4.39096         21.66517      Si
 7.88561           1.31467         22.52333      O
 7.52804           0.00000         21.66517      Si
10.60433           7.88561         22.52333      O
 0.00000           7.52804         21.66517      Si
 2.52921           5.95950         11.91900      O
 1.31467           4.03339         13.23367      O
 3.53637           3.53637         11.91900      O
 2.17283           4.39096         11.91900      Si
 1.31467           7.88561         22.52333      O
 3.53637           8.38263         11.91900      O
 2.17283           7.52804         11.91900      Si
 5.95950           2.52921         11.91900      O
 4.03339           1.31467         22.52333      O
 4.39096           2.17283         11.91900      Si
 9.38979           5.95950         11.91900      O
10.60433           4.03339         22.52333      O
 8.38263           3.53637         11.91900      O
 9.74617           4.39096         11.91900      Si
 5.95950           9.38979         11.91900      O
 7.88561          10.60433         22.52333      O
 8.38263           8.38263         11.91900      O
 7.52804           9.74617         11.91900      Si
10.60433           7.88561         13.23367      O
 9.74617           7.52804         11.91900      Si
 4.03339          10.60433         13.23367      O
 4.39096           9.74617         11.91900      Si
 7.88561           1.31467         13.23367      O
 7.52804           2.17283         11.91900      Si
 0.00000           2.52921         29.79750      O
 1.31467           1.31467         27.87139      O
 0.00000           3.53637         27.37437      O
 0.00000           2.17283         28.22896      Si
 9.38979           0.00000         29.79750      O
10.60433           1.31467         27.87139      O
 8.38263           0.00000         27.37437      O
 9.74617           0.00000         28.22896      Si
 0.00000           9.38979         29.79750      O
10.60433          10.60433         27.87139      O
 0.00000           8.38263         27.37437      O
 0.00000           9.74617         28.22896      Si
 2.52921           0.00000         29.79750      O
 1.31467          10.60433         27.87139      O
 3.53637           0.00000         27.37437      O
 2.17283           0.00000         28.22896      Si
 1.31467          10.60433         31.72361      O
 0.00000           8.38263         32.22063      O
 0.00000           9.74617         31.36604      Si
 1.31467           1.31467         31.72361      O
 3.53637           0.00000         32.22063      O
 2.17283           0.00000         31.36604      Si
10.60433           1.31467         31.72361      O
 0.00000           3.53637         32.22063      O
 0.00000           2.17283         31.36604      Si
10.60433          10.60433         31.72361      O
 8.38263           0.00000         32.22063      O
 9.74617           0.00000         31.36604      Si
 5.95950           0.00000         26.36721      O
 4.03339           1.31467         25.15267      O
 4.39096           0.00000         26.01083      Si
 0.00000           5.95950         26.36721      O
10.60433           4.03339         25.15267      O
 0.00000           4.39096         26.01083      Si
 7.88561          10.60433         25.15267      O
 7.52804           0.00000         26.01083      Si
 1.31467           7.88561         25.15267      O
 0.00000           7.52804         26.01083      Si
 5.95950           0.00000         33.22779      O
 4.03339          10.60433         34.44233      O
 4.39096           0.00000         33.58417      Si
 0.00000           5.95950         33.22779      O
 1.31467           4.03339         34.44233      O
 0.00000           4.39096         33.58417      Si
 7.88561           1.31467         34.44233      O
 7.52804           0.00000         33.58417      Si
10.60433           7.88561         34.44233      O
 0.00000           7.52804         33.58417      Si
 2.52921           5.95950         23.83800      O
 1.31467           4.03339         25.15267      O
 3.53637           3.53637         23.83800      O
 2.17283           4.39096         23.83800      Si
 1.31467           7.88561         34.44233      O
 3.53637           8.38263         23.83800      O
 2.17283           7.52804         23.83800      Si
 5.95950           2.52921         23.83800      O
 4.03339           1.31467         34.44233      O
 4.39096           2.17283         23.83800      Si
 9.38979           5.95950         23.83800      O
10.60433           4.03339         34.44233      O
 8.38263           3.53637         23.83800      O
 9.74617           4.39096         23.83800      Si
 5.95950           9.38979         23.83800      O
 7.88561          10.60433         34.44233      O
 8.38263           8.38263         23.83800      O
 7.52804           9.74617         23.83800      Si
10.60433           7.88561         25.15267      O
 9.74617           7.52804         23.83800      Si
 4.03339          10.60433         25.15267      O
 4.39096           9.74617         23.83800      Si
 7.88561           1.31467         25.15267      O
 7.52804           2.17283         23.83800      Si
 0.00000           2.52921         41.71650      O
 1.31467           1.31467         39.79039      O
 0.00000           3.53637         39.29337      O
 0.00000           2.17283         40.14796      Si
 9.38979           0.00000         41.71650      O
10.60433           1.31467         39.79039      O
 8.38263           0.00000         39.29337      O
 9.74617           0.00000         40.14796      Si
 0.00000           9.38979         41.71650      O
10.60433          10.60433         39.79039      O
 0.00000           8.38263         39.29337      O
 0.00000           9.74617         40.14796      Si
 2.52921           0.00000         41.71650      O
 1.31467          10.60433         39.79039      O
 3.53637           0.00000         39.29337      O
 2.17283           0.00000         40.14796      Si
 1.31467          10.60433         43.64261      O
 0.00000           8.38263         44.13963      O
 0.00000           9.74617         43.28504      Si
 1.31467           1.31467         43.64261      O
 3.53637           0.00000         44.13963      O
 2.17283           0.00000         43.28504      Si
10.60433           1.31467         43.64261      O
 0.00000           3.53637         44.13963      O
 0.00000           2.17283         43.28504      Si
10.60433          10.60433         43.64261      O
 8.38263           0.00000         44.13963      O
 9.74617           0.00000         43.28504      Si
 5.95950           0.00000         38.28621      O
 4.03339           1.31467         37.07167      O
 4.39096           0.00000         37.92983      Si
 0.00000           5.95950         38.28621      O
10.60433           4.03339         37.07167      O
 0.00000           4.39096         37.92983      Si
 7.88561          10.60433         37.07167      O
 7.52804           0.00000         37.92983      Si
 1.31467           7.88561         37.07167      O
 0.00000           7.52804         37.92983      Si
 5.95950           0.00000         45.14679      O
 4.03339          10.60433         46.36133      O
 4.39096           0.00000         45.50317      Si
 0.00000           5.95950         45.14679      O
 1.31467           4.03339         46.36133      O
 0.00000           4.39096         45.50317      Si
 7.88561           1.31467         46.36133      O
 7.52804           0.00000         45.50317      Si
10.60433           7.88561         46.36133      O
 0.00000           7.52804         45.50317      Si
 2.52921           5.95950         35.75700      O
 1.31467           4.03339         37.07167      O
 3.53637           3.53637         35.75700      O
 2.17283           4.39096         35.75700      Si
 1.31467           7.88561         46.36133      O
 3.53637           8.38263         35.75700      O
 2.17283           7.52804         35.75700      Si
 5.95950           2.52921         35.75700      O
 4.03339           1.31467         46.36133      O
 4.39096           2.17283         35.75700      Si
 9.38979           5.95950         35.75700      O
10.60433           4.03339         46.36133      O
 8.38263           3.53637         35.75700      O
 9.74617           4.39096         35.75700      Si
 5.95950           9.38979         35.75700      O
 7.88561          10.60433         46.36133      O
 8.38263           8.38263         35.75700      O
 7.52804           9.74617         35.75700      Si
10.60433           7.88561         37.07167      O
 9.74617           7.52804         35.75700      Si
 4.03339          10.60433         37.07167      O
 4.39096           9.74617         35.75700      Si
 7.88561           1.31467         37.07167      O
 7.52804           2.17283         35.75700      Si
 0.00000          14.44821          5.95950      O
 1.31467          13.23367          4.03339      O
 0.00000          15.45537          3.53637      O
 0.00000          14.09183          4.39096      Si
 9.38979          11.91900          5.95950      O
10.60433          13.23367          4.03339      O
 8.38263          11.91900          3.53637      O
 9.74617          11.91900          4.39096      Si
 0.00000          21.30879          5.95950      O
10.60433          22.52333          4.03339      O
 0.00000          20.30163          3.53637      O
 0.00000          21.66517          4.39096      Si
 2.52921          11.91900          5.95950      O
 1.31467          22.52333          4.03339      O
